variant,mu,gamma,val_MCC
V3,0.75,0.84,0.736
V3,0.75,0.85,0.7336
V3,0.75,0.86,0.7308
V3,0.75,0.87,0.7274
V3,0.75,0.88,0.725
V3,0.75,0.89,0.7244
V3,0.75,0.9,0.7202
V3,0.75,0.91,0.714
V3,0.75,0.92,0.71
V3,0.75,0.93,0.7047
V3,0.75,0.94,0.6904
V3,0.75,0.95,0.6791
V3,0.8,0.05,0.6233
V3,0.8,0.06,0.6292
V3,0.8,0.07,0.6388
V3,0.8,0.08,0.6468
V3,0.8,0.09,0.6502
V3,0.8,0.1,0.6513
V3,0.8,0.11,0.6543
V3,0.8,0.12,0.655
V3,0.8,0.13,0.6558
V3,0.8,0.14,0.6565
V3,0.8,0.15,0.6565
V3,0.8,0.16,0.6565
V3,0.8,0.17,0.6569
V3,0.8,0.18,0.6584
V3,0.8,0.19,0.6632
V3,0.8,0.2,0.6685
V3,0.8,0.21,0.672
V3,0.8,0.22,0.6764
V3,0.8,0.23,0.6822
V3,0.8,0.24,0.6836
V3,0.8,0.25,0.6865
V3,0.8,0.26,0.6907
V3,0.8,0.27,0.6925
V3,0.8,0.28,0.6942
V3,0.8,0.29,0.6981
V3,0.8,0.3,0.6994
V3,0.8,0.31,0.7015
V3,0.8,0.32,0.7047
V3,0.8,0.33,0.7064
V3,0.8,0.34,0.705
V3,0.8,0.35,0.7093
V3,0.8,0.36,0.7111
V3,0.8,0.37,0.7148
V3,0.8,0.38,0.72
V3,0.8,0.39,0.7233
V3,0.8,0.4,0.7262
V3,0.8,0.41,0.7275
V3,0.8,0.42,0.7256
V3,0.8,0.43,0.7289
V3,0.8,0.44,0.7303
V3,0.8,0.45,0.7338
V3,0.8,0.46,0.7331
V3,0.8,0.47,0.7389
V3,0.8,0.48,0.7405
V3,0.8,0.49,0.7399
V3,0.8,0.5,0.7438
V3,0.8,0.51,0.7423
V3,0.8,0.52,0.7428
V3,0.8,0.53,0.7464
V3,0.8,0.54,0.7462
V3,0.8,0.55,0.7499
V3,0.8,0.56,0.754
V3,0.8,0.57,0.7533
V3,0.8,0.58,0.7581
V3,0.8,0.59,0.7623
V3,0.8,0.6,0.7687
V3,0.8,0.61,0.7741
V3,0.8,0.62,0.7718
V3,0.8,0.63,0.7712
V3,0.8,0.64,0.7726
V3,0.8,0.65,0.7708
V3,0.8,0.66,0.7635
V3,0.8,0.67,0.7625
V3,0.8,0.68,0.7583
V3,0.8,0.69,0.7548
V3,0.8,0.7,0.7566
V3,0.8,0.71,0.7569
V3,0.8,0.72,0.7595
V3,0.8,0.73,0.7587
V3,0.8,0.74,0.7554
V3,0.8,0.75,0.7546
V3,0.8,0.76,0.7497
V3,0.8,0.77,0.7509
V3,0.8,0.78,0.7504
V3,0.8,0.79,0.7503
V3,0.8,0.8,0.7446
V3,0.8,0.81,0.7419
V3,0.8,0.82,0.7444
V3,0.8,0.83,0.7386
V3,0.8,0.84,0.7349
V3,0.8,0.85,0.7345
V3,0.8,0.86,0.7308
V3,0.8,0.87,0.7274
V3,0.8,0.88,0.725
V3,0.8,0.89,0.7244
V3,0.8,0.9,0.7224
V3,0.8,0.91,0.7153
V3,0.8,0.92,0.7114
V3,0.8,0.93,0.7053
V3,0.8,0.94,0.6964
V3,0.8,0.95,0.6852
V3,0.85,0.05,0.6233
V3,0.85,0.06,0.6288
V3,0.85,0.07,0.6377
V3,0.85,0.08,0.6457
V3,0.85,0.09,0.6494
V3,0.85,0.1,0.6509
V3,0.85,0.11,0.6535
V3,0.85,0.12,0.6547
V3,0.85,0.13,0.6558
V3,0.85,0.14,0.6583
V3,0.85,0.15,0.6638
V3,0.85,0.16,0.6691
V3,0.85,0.17,0.6713
V3,0.85,0.18,0.6756
V3,0.85,0.19,0.681
V3,0.85,0.2,0.682
V3,0.85,0.21,0.6852
V3,0.85,0.22,0.6894
V3,0.85,0.23,0.6921
V3,0.85,0.24,0.6934
V3,0.85,0.25,0.6972
V3,0.85,0.26,0.6979
V3,0.85,0.27,0.6998
V3,0.85,0.28,0.7044
V3,0.85,0.29,0.7047
V3,0.85,0.3,0.7051
V3,0.85,0.31,0.7039
V3,0.85,0.32,0.7093
V3,0.85,0.33,0.7102
V3,0.85,0.34,0.7134
V3,0.85,0.35,0.719
V3,0.85,0.36,0.7216
V3,0.85,0.37,0.7242
V3,0.85,0.38,0.7268
V3,0.85,0.39,0.7242
V3,0.85,0.4,0.728
V3,0.85,0.41,0.7287
V3,0.85,0.42,0.7302
V3,0.85,0.43,0.7316
V3,0.85,0.44,0.7352
V3,0.85,0.45,0.7378
V3,0.85,0.46,0.7405
V3,0.85,0.47,0.7399
V3,0.85,0.48,0.7389
V3,0.85,0.49,0.7423
V3,0.85,0.5,0.7434
V3,0.85,0.51,0.7447
V3,0.85,0.52,0.7457
V3,0.85,0.53,0.7488
V3,0.85,0.54,0.7528
V3,0.85,0.55,0.7516
V3,0.85,0.56,0.7573
V3,0.85,0.57,0.761
V3,0.85,0.58,0.7645
V3,0.85,0.59,0.7739
V3,0.85,0.6,0.7716
V3,0.85,0.61,0.7738
V3,0.85,0.62,0.7715
V3,0.85,0.63,0.7726
V3,0.85,0.64,0.7715
V3,0.85,0.65,0.7632
V3,0.85,0.66,0.76
V3,0.85,0.67,0.7565
V3,0.85,0.68,0.754
V3,0.85,0.69,0.7558
V3,0.85,0.7,0.7562
V3,0.85,0.71,0.7595
V3,0.85,0.72,0.76
V3,0.85,0.73,0.7557
V3,0.85,0.74,0.7538
V3,0.85,0.75,0.7508
V3,0.85,0.76,0.7503
V3,0.85,0.77,0.7507
V3,0.85,0.78,0.7521
V3,0.85,0.79,0.747
V3,0.85,0.8,0.7413
V3,0.85,0.81,0.7435
V3,0.85,0.82,0.7433
V3,0.85,0.83,0.7386
V3,0.85,0.84,0.7349
V3,0.85,0.85,0.7334
V3,0.85,0.86,0.7308
V3,0.85,0.87,0.7274
V3,0.85,0.88,0.7261
V3,0.85,0.89,0.7244
V3,0.85,0.9,0.7235
V3,0.85,0.91,0.7179
V3,0.85,0.92,0.7129
V3,0.85,0.93,0.7077
V3,0.85,0.94,0.7024
V3,0.85,0.95,0.6892
V3,0.9,0.05,0.6233
V3,0.9,0.06,0.6285
V3,0.9,0.07,0.6363
V3,0.9,0.08,0.645
V3,0.9,0.09,0.6483
V3,0.9,0.1,0.6539
V3,0.9,0.11,0.66
V3,0.9,0.12,0.6669
V3,0.9,0.13,0.6697
V3,0.9,0.14,0.6748
V3,0.9,0.15,0.6802
V3,0.9,0.16,0.6807
V3,0.9,0.17,0.6844
V3,0.9,0.18,0.6873
V3,0.9,0.19,0.6904
V3,0.9,0.2,0.6913
V3,0.9,0.21,0.6951
V3,0.9,0.22,0.6968
V3,0.9,0.23,0.6983
V3,0.9,0.24,0.7007
V3,0.9,0.25,0.7033
V3,0.9,0.26,0.7051
V3,0.9,0.27,0.7049
V3,0.9,0.28,0.7048
V3,0.9,0.29,0.7084
V3,0.9,0.3,0.7097
V3,0.9,0.31,0.7134
V3,0.9,0.32,0.7181
V3,0.9,0.33,0.7204
V3,0.9,0.34,0.7233
V3,0.9,0.35,0.7244
V3,0.9,0.36,0.725
V3,0.9,0.37,0.7261
V3,0.9,0.38,0.7278
V3,0.9,0.39,0.7282
V3,0.9,0.4,0.7316
V3,0.9,0.41,0.7321
V3,0.9,0.42,0.7368
V3,0.9,0.43,0.7389
V3,0.9,0.44,0.7383
V3,0.9,0.45,0.7394
V3,0.9,0.46,0.7406
V3,0.9,0.47,0.7406
V3,0.9,0.48,0.7434
V3,0.9,0.49,0.7436
V3,0.9,0.5,0.7445
V3,0.9,0.51,0.7493
V3,0.9,0.52,0.7516
V3,0.9,0.53,0.7512
V3,0.9,0.54,0.7582
V3,0.9,0.55,0.7595
V3,0.9,0.56,0.7636
V3,0.9,0.57,0.7702
V3,0.9,0.58,0.7682
V3,0.9,0.59,0.7718
V3,0.9,0.6,0.7698
V3,0.9,0.61,0.7712
V3,0.9,0.62,0.7679
V3,0.9,0.63,0.7653
V3,0.9,0.64,0.7618
V3,0.9,0.65,0.7582
V3,0.9,0.66,0.7535
V3,0.9,0.67,0.7548
V3,0.9,0.68,0.7558
V3,0.9,0.69,0.7562
V3,0.9,0.7,0.7598
V3,0.9,0.71,0.7584
V3,0.9,0.72,0.7562
V3,0.9,0.73,0.754
V3,0.9,0.74,0.7522
V3,0.9,0.75,0.7514
V3,0.9,0.76,0.7509
V3,0.9,0.77,0.7504
V3,0.9,0.78,0.7514
V3,0.9,0.79,0.7437
V3,0.9,0.8,0.7411
V3,0.9,0.81,0.7444
V3,0.9,0.82,0.74
V3,0.9,0.83,0.7362
V3,0.9,0.84,0.7349
V3,0.9,0.85,0.7311
V3,0.9,0.86,0.7296
V3,0.9,0.87,0.7274
V3,0.9,0.88,0.7261
V3,0.9,0.89,0.7244
V3,0.9,0.9,0.7226
V3,0.9,0.91,0.719
V3,0.9,0.92,0.7129
V3,0.9,0.93,0.7111
V3,0.9,0.94,0.7049
V3,0.9,0.95,0.6952
V3,0.95,0.05,0.6236
V3,0.95,0.06,0.6309
V3,0.95,0.07,0.6439
V3,0.95,0.08,0.6562
V3,0.95,0.09,0.6623
V3,0.95,0.1,0.6693
V3,0.95,0.11,0.6749
V3,0.95,0.12,0.6779
V3,0.95,0.13,0.6824
V3,0.95,0.14,0.6852
V3,0.95,0.15,0.6898
V3,0.95,0.16,0.6904
V3,0.95,0.17,0.6921
V3,0.95,0.18,0.6959
V3,0.95,0.19,0.6966
V3,0.95,0.2,0.6985
V3,0.95,0.21,0.7024
V3,0.95,0.22,0.702
V3,0.95,0.23,0.7038
V3,0.95,0.24,0.7049
V3,0.95,0.25,0.7066
V3,0.95,0.26,0.7073
V3,0.95,0.27,0.7106
V3,0.95,0.28,0.7139
V3,0.95,0.29,0.7181
V3,0.95,0.3,0.72
V3,0.95,0.31,0.7223
V3,0.95,0.32,0.7229
V3,0.95,0.33,0.7246
V3,0.95,0.34,0.7246
V3,0.95,0.35,0.7264
V3,0.95,0.36,0.7272
V3,0.95,0.37,0.7301
V3,0.95,0.38,0.73
V3,0.95,0.39,0.7326
V3,0.95,0.4,0.7341
V3,0.95,0.41,0.7383
V3,0.95,0.42,0.7383
V3,0.95,0.43,0.7405
V3,0.95,0.44,0.7406
V3,0.95,0.45,0.7401
V3,0.95,0.46,0.7412
V3,0.95,0.47,0.7425
V3,0.95,0.48,0.7439
V3,0.95,0.49,0.7487
V3,0.95,0.5,0.7498
V3,0.95,0.51,0.7497
V3,0.95,0.52,0.7557
V3,0.95,0.53,0.757
V3,0.95,0.54,0.761
V3,0.95,0.55,0.7667
V3,0.95,0.56,0.7714
V3,0.95,0.57,0.7698
V3,0.95,0.58,0.7717
V3,0.95,0.59,0.7687
V3,0.95,0.6,0.7708
V3,0.95,0.61,0.7686
V3,0.95,0.62,0.7632
V3,0.95,0.63,0.7603
V3,0.95,0.64,0.7563
V3,0.95,0.65,0.7517
V3,0.95,0.66,0.7548
V3,0.95,0.67,0.755
V3,0.95,0.68,0.7554
V3,0.95,0.69,0.759
V3,0.95,0.7,0.7576
V3,0.95,0.71,0.7573
V3,0.95,0.72,0.7532
V3,0.95,0.73,0.7524
V3,0.95,0.74,0.7489
V3,0.95,0.75,0.75
V3,0.95,0.76,0.7507
V3,0.95,0.77,0.7502
V3,0.95,0.78,0.7473
V3,0.95,0.79,0.7435
V3,0.95,0.8,0.7419
V3,0.95,0.81,0.7444
V3,0.95,0.82,0.7409
V3,0.95,0.83,0.7351
V3,0.95,0.84,0.7349
V3,0.95,0.85,0.73
V3,0.95,0.86,0.7296
V3,0.95,0.87,0.7274
V3,0.95,0.88,0.7272
V3,0.95,0.89,0.7246
V3,0.95,0.9,0.7216
V3,0.95,0.91,0.719
V3,0.95,0.92,0.714
V3,0.95,0.93,0.7103
V3,0.95,0.94,0.7066
V3,0.95,0.95,0.6978
V3,1.0,0.05,0.6366
V3,1.0,0.06,0.6442
V3,1.0,0.07,0.6566
V3,1.0,0.08,0.6648
V3,1.0,0.09,0.6743
V3,1.0,0.1,0.6791
V3,1.0,0.11,0.684
V3,1.0,0.12,0.6867
V3,1.0,0.13,0.6892
V3,1.0,0.14,0.6938
V3,1.0,0.15,0.6955
V3,1.0,0.16,0.697
V3,1.0,0.17,0.6985
V3,1.0,0.18,0.7011
V3,1.0,0.19,0.7024
V3,1.0,0.2,0.7038
V3,1.0,0.21,0.7032
V3,1.0,0.22,0.7061
V3,1.0,0.23,0.7058
V3,1.0,0.24,0.7102
V3,1.0,0.25,0.7129
V3,1.0,0.26,0.7181
V3,1.0,0.27,0.72
V3,1.0,0.28,0.7223
V3,1.0,0.29,0.7224
V3,1.0,0.3,0.7241
V3,1.0,0.31,0.7236
V3,1.0,0.32,0.7249
V3,1.0,0.33,0.7262
V3,1.0,0.34,0.7271
V3,1.0,0.35,0.7285
V3,1.0,0.36,0.73
V3,1.0,0.37,0.7347
V3,1.0,0.38,0.7362
V3,1.0,0.39,0.7367
V3,1.0,0.4,0.7372
V3,1.0,0.41,0.7394
V3,1.0,0.42,0.7384
V3,1.0,0.43,0.7406
V3,1.0,0.44,0.7412
V3,1.0,0.45,0.7436
V3,1.0,0.46,0.7433
V3,1.0,0.47,0.7475
V3,1.0,0.48,0.748
V3,1.0,0.49,0.7485
V3,1.0,0.5,0.7544
V3,1.0,0.51,0.7568
V3,1.0,0.52,0.7591
V3,1.0,0.53,0.7625
V3,1.0,0.54,0.7698
V3,1.0,0.55,0.7682
V3,1.0,0.56,0.7704
V3,1.0,0.57,0.7677
V3,1.0,0.58,0.7708
V3,1.0,0.59,0.7672
V3,1.0,0.6,0.7686
V3,1.0,0.61,0.7614
V3,1.0,0.62,0.7596
V3,1.0,0.63,0.7553
V3,1.0,0.64,0.7506
V3,1.0,0.65,0.7537
V3,1.0,0.66,0.7543
V3,1.0,0.67,0.7546
V3,1.0,0.68,0.7582
V3,1.0,0.69,0.7568
V3,1.0,0.7,0.7565
V3,1.0,0.71,0.7526
V3,1.0,0.72,0.7529
V3,1.0,0.73,0.7491
V3,1.0,0.74,0.7494
V3,1.0,0.75,0.75
V3,1.0,0.76,0.7496
V3,1.0,0.77,0.7506
V3,1.0,0.78,0.744
V3,1.0,0.79,0.7413
V3,1.0,0.8,0.7426
V3,1.0,0.81,0.7424
V3,1.0,0.82,0.7377
V3,1.0,0.83,0.736
V3,1.0,0.84,0.7338
V3,1.0,0.85,0.7289
V3,1.0,0.86,0.7296
V3,1.0,0.87,0.7274
V3,1.0,0.88,0.7283
V3,1.0,0.89,0.7236
V3,1.0,0.9,0.7227
V3,1.0,0.91,0.7202
V3,1.0,0.92,0.7164
V3,1.0,0.93,0.7129
V3,1.0,0.94,0.71
V3,1.0,0.95,0.7047
