variant,mu,gamma,val_MCC
V2,0.35,0.88,0.8111
V2,0.35,0.89,0.8095
V2,0.35,0.9,0.7975
V2,0.35,0.91,0.7701
V2,0.35,0.92,0.0
V2,0.35,0.93,0.0
V2,0.35,0.94,0.0
V2,0.35,0.95,0.0
V2,0.4,0.05,0.6642
V2,0.4,0.06,0.6642
V2,0.4,0.07,0.6642
V2,0.4,0.08,0.6642
V2,0.4,0.09,0.6642
V2,0.4,0.1,0.6642
V2,0.4,0.11,0.6642
V2,0.4,0.12,0.6642
V2,0.4,0.13,0.6642
V2,0.4,0.14,0.6642
V2,0.4,0.15,0.6642
V2,0.4,0.16,0.6642
V2,0.4,0.17,0.6642
V2,0.4,0.18,0.6642
V2,0.4,0.19,0.6642
V2,0.4,0.2,0.6642
V2,0.4,0.21,0.6642
V2,0.4,0.22,0.6642
V2,0.4,0.23,0.6642
V2,0.4,0.24,0.6642
V2,0.4,0.25,0.6642
V2,0.4,0.26,0.6642
V2,0.4,0.27,0.6642
V2,0.4,0.28,0.6642
V2,0.4,0.29,0.6642
V2,0.4,0.3,0.6642
V2,0.4,0.31,0.6642
V2,0.4,0.32,0.6642
V2,0.4,0.33,0.6642
V2,0.4,0.34,0.6642
V2,0.4,0.35,0.6642
V2,0.4,0.36,0.6642
V2,0.4,0.37,0.6642
V2,0.4,0.38,0.6642
V2,0.4,0.39,0.6642
V2,0.4,0.4,0.6642
V2,0.4,0.41,0.6642
V2,0.4,0.42,0.6642
V2,0.4,0.43,0.6642
V2,0.4,0.44,0.6642
V2,0.4,0.45,0.6642
V2,0.4,0.46,0.6642
V2,0.4,0.47,0.6642
V2,0.4,0.48,0.6642
V2,0.4,0.49,0.6642
V2,0.4,0.5,0.6642
V2,0.4,0.51,0.6642
V2,0.4,0.52,0.6642
V2,0.4,0.53,0.8184
V2,0.4,0.54,0.8275
V2,0.4,0.55,0.834
V2,0.4,0.56,0.8353
V2,0.4,0.57,0.8344
V2,0.4,0.58,0.832
V2,0.4,0.59,0.829
V2,0.4,0.6,0.8313
V2,0.4,0.61,0.8299
V2,0.4,0.62,0.8347
V2,0.4,0.63,0.8402
V2,0.4,0.64,0.8435
V2,0.4,0.65,0.8447
V2,0.4,0.66,0.8455
V2,0.4,0.67,0.8438
V2,0.4,0.68,0.842
V2,0.4,0.69,0.8419
V2,0.4,0.7,0.8428
V2,0.4,0.71,0.8435
V2,0.4,0.72,0.8428
V2,0.4,0.73,0.8421
V2,0.4,0.74,0.8409
V2,0.4,0.75,0.8392
V2,0.4,0.76,0.8376
V2,0.4,0.77,0.8379
V2,0.4,0.78,0.8402
V2,0.4,0.79,0.8407
V2,0.4,0.8,0.8416
V2,0.4,0.81,0.8384
V2,0.4,0.82,0.8343
V2,0.4,0.83,0.8326
V2,0.4,0.84,0.8275
V2,0.4,0.85,0.8248
V2,0.4,0.86,0.819
V2,0.4,0.87,0.8159
V2,0.4,0.88,0.8122
V2,0.4,0.89,0.8079
V2,0.4,0.9,0.8027
V2,0.4,0.91,0.7853
V2,0.4,0.92,0.7062
V2,0.4,0.93,0.0
V2,0.4,0.94,0.0
V2,0.4,0.95,0.0
V2,0.45,0.05,0.6642
V2,0.45,0.06,0.6642
V2,0.45,0.07,0.6642
V2,0.45,0.08,0.6642
V2,0.45,0.09,0.6642
V2,0.45,0.1,0.6642
V2,0.45,0.11,0.6642
V2,0.45,0.12,0.6642
V2,0.45,0.13,0.6642
V2,0.45,0.14,0.6642
V2,0.45,0.15,0.6642
V2,0.45,0.16,0.6642
V2,0.45,0.17,0.6642
V2,0.45,0.18,0.6642
V2,0.45,0.19,0.6642
V2,0.45,0.2,0.6642
V2,0.45,0.21,0.6642
V2,0.45,0.22,0.6642
V2,0.45,0.23,0.6642
V2,0.45,0.24,0.6642
V2,0.45,0.25,0.6642
V2,0.45,0.26,0.6642
V2,0.45,0.27,0.6642
V2,0.45,0.28,0.6642
V2,0.45,0.29,0.6642
V2,0.45,0.3,0.6642
V2,0.45,0.31,0.6642
V2,0.45,0.32,0.6642
V2,0.45,0.33,0.6642
V2,0.45,0.34,0.6642
V2,0.45,0.35,0.6642
V2,0.45,0.36,0.6642
V2,0.45,0.37,0.6642
V2,0.45,0.38,0.6642
V2,0.45,0.39,0.6642
V2,0.45,0.4,0.6642
V2,0.45,0.41,0.6642
V2,0.45,0.42,0.6642
V2,0.45,0.43,0.6642
V2,0.45,0.44,0.6642
V2,0.45,0.45,0.6642
V2,0.45,0.46,0.6642
V2,0.45,0.47,0.6642
V2,0.45,0.48,0.7693
V2,0.45,0.49,0.8259
V2,0.45,0.5,0.8278
V2,0.45,0.51,0.8336
V2,0.45,0.52,0.8346
V2,0.45,0.53,0.835
V2,0.45,0.54,0.833
V2,0.45,0.55,0.8325
V2,0.45,0.56,0.829
V2,0.45,0.57,0.8301
V2,0.45,0.58,0.8302
V2,0.45,0.59,0.8352
V2,0.45,0.6,0.8402
V2,0.45,0.61,0.8436
V2,0.45,0.62,0.8443
V2,0.45,0.63,0.8446
V2,0.45,0.64,0.8439
V2,0.45,0.65,0.8426
V2,0.45,0.66,0.8415
V2,0.45,0.67,0.8424
V2,0.45,0.68,0.8428
V2,0.45,0.69,0.8435
V2,0.45,0.7,0.8428
V2,0.45,0.71,0.8417
V2,0.45,0.72,0.8409
V2,0.45,0.73,0.8399
V2,0.45,0.74,0.8382
V2,0.45,0.75,0.8381
V2,0.45,0.76,0.8374
V2,0.45,0.77,0.8402
V2,0.45,0.78,0.8407
V2,0.45,0.79,0.8416
V2,0.45,0.8,0.8389
V2,0.45,0.81,0.8353
V2,0.45,0.82,0.8337
V2,0.45,0.83,0.8306
V2,0.45,0.84,0.8249
V2,0.45,0.85,0.8237
V2,0.45,0.86,0.819
V2,0.45,0.87,0.8159
V2,0.45,0.88,0.8132
V2,0.45,0.89,0.8079
V2,0.45,0.9,0.8085
V2,0.45,0.91,0.7975
V2,0.45,0.92,0.778
V2,0.45,0.93,0.0
V2,0.45,0.94,0.0
V2,0.45,0.95,0.0
V2,0.5,0.05,0.6642
V2,0.5,0.06,0.6642
V2,0.5,0.07,0.6642
V2,0.5,0.08,0.6642
V2,0.5,0.09,0.6642
V2,0.5,0.1,0.6642
V2,0.5,0.11,0.6642
V2,0.5,0.12,0.6642
V2,0.5,0.13,0.6642
V2,0.5,0.14,0.6642
V2,0.5,0.15,0.6642
V2,0.5,0.16,0.6642
V2,0.5,0.17,0.6642
V2,0.5,0.18,0.6642
V2,0.5,0.19,0.6642
V2,0.5,0.2,0.6642
V2,0.5,0.21,0.6642
V2,0.5,0.22,0.6642
V2,0.5,0.23,0.6642
V2,0.5,0.24,0.6642
V2,0.5,0.25,0.6642
V2,0.5,0.26,0.6642
V2,0.5,0.27,0.6642
V2,0.5,0.28,0.6642
V2,0.5,0.29,0.6642
V2,0.5,0.3,0.6642
V2,0.5,0.31,0.6642
V2,0.5,0.32,0.6642
V2,0.5,0.33,0.6642
V2,0.5,0.34,0.6642
V2,0.5,0.35,0.6642
V2,0.5,0.36,0.6642
V2,0.5,0.37,0.6642
V2,0.5,0.38,0.6642
V2,0.5,0.39,0.6642
V2,0.5,0.4,0.6642
V2,0.5,0.41,0.6642
V2,0.5,0.42,0.6642
V2,0.5,0.43,0.6642
V2,0.5,0.44,0.7966
V2,0.5,0.45,0.8251
V2,0.5,0.46,0.828
V2,0.5,0.47,0.8336
V2,0.5,0.48,0.8343
V2,0.5,0.49,0.834
V2,0.5,0.5,0.834
V2,0.5,0.51,0.8315
V2,0.5,0.52,0.829
V2,0.5,0.53,0.83
V2,0.5,0.54,0.83
V2,0.5,0.55,0.8306
V2,0.5,0.56,0.8356
V2,0.5,0.57,0.8402
V2,0.5,0.58,0.8441
V2,0.5,0.59,0.8443
V2,0.5,0.6,0.8447
V2,0.5,0.61,0.8455
V2,0.5,0.62,0.8438
V2,0.5,0.63,0.8426
V2,0.5,0.64,0.8415
V2,0.5,0.65,0.8424
V2,0.5,0.66,0.8432
V2,0.5,0.67,0.8435
V2,0.5,0.68,0.8428
V2,0.5,0.69,0.8417
V2,0.5,0.7,0.843
V2,0.5,0.71,0.8409
V2,0.5,0.72,0.8392
V2,0.5,0.73,0.8387
V2,0.5,0.74,0.8375
V2,0.5,0.75,0.8379
V2,0.5,0.76,0.8402
V2,0.5,0.77,0.8407
V2,0.5,0.78,0.8416
V2,0.5,0.79,0.8389
V2,0.5,0.8,0.8358
V2,0.5,0.81,0.8343
V2,0.5,0.82,0.8326
V2,0.5,0.83,0.829
V2,0.5,0.84,0.8238
V2,0.5,0.85,0.8222
V2,0.5,0.86,0.819
V2,0.5,0.87,0.8159
V2,0.5,0.88,0.8137
V2,0.5,0.89,0.8074
V2,0.5,0.9,0.809
V2,0.5,0.91,0.8017
V2,0.5,0.92,0.7859
V2,0.5,0.93,0.7546
V2,0.5,0.94,0.0
V2,0.5,0.95,0.0
V2,0.55,0.05,0.6642
V2,0.55,0.06,0.6642
V2,0.55,0.07,0.6642
V2,0.55,0.08,0.6642
V2,0.55,0.09,0.6642
V2,0.55,0.1,0.6642
V2,0.55,0.11,0.6642
V2,0.55,0.12,0.6642
V2,0.55,0.13,0.6642
V2,0.55,0.14,0.6642
V2,0.55,0.15,0.6642
V2,0.55,0.16,0.6642
V2,0.55,0.17,0.6642
V2,0.55,0.18,0.6642
V2,0.55,0.19,0.6642
V2,0.55,0.2,0.6642
V2,0.55,0.21,0.6642
V2,0.55,0.22,0.6642
V2,0.55,0.23,0.6642
V2,0.55,0.24,0.6642
V2,0.55,0.25,0.6642
V2,0.55,0.26,0.6642
V2,0.55,0.27,0.6642
V2,0.55,0.28,0.6642
V2,0.55,0.29,0.6642
V2,0.55,0.3,0.6642
V2,0.55,0.31,0.6642
V2,0.55,0.32,0.6642
V2,0.55,0.33,0.6642
V2,0.55,0.34,0.6642
V2,0.55,0.35,0.6642
V2,0.55,0.36,0.6642
V2,0.55,0.37,0.6642
V2,0.55,0.38,0.6642
V2,0.55,0.39,0.6642
V2,0.55,0.4,0.8104
V2,0.55,0.41,0.826
V2,0.55,0.42,0.8296
V2,0.55,0.43,0.8336
V2,0.55,0.44,0.8339
V2,0.55,0.45,0.8348
V2,0.55,0.46,0.8348
V2,0.55,0.47,0.8313
V2,0.55,0.48,0.8319
V2,0.55,0.49,0.8291
V2,0.55,0.5,0.8313
V2,0.55,0.51,0.8299
V2,0.55,0.52,0.8318
V2,0.55,0.53,0.8356
V2,0.55,0.54,0.8402
V2,0.55,0.55,0.8437
V2,0.55,0.56,0.8439
V2,0.55,0.57,0.8447
V2,0.55,0.58,0.8455
V2,0.55,0.59,0.8439
V2,0.55,0.6,0.8426
V2,0.55,0.61,0.842
V2,0.55,0.62,0.8419
V2,0.55,0.63,0.8423
V2,0.55,0.64,0.8437
V2,0.55,0.65,0.8441
V2,0.55,0.66,0.8429
V2,0.55,0.67,0.8407
V2,0.55,0.68,0.843
V2,0.55,0.69,0.8409
V2,0.55,0.7,0.8388
V2,0.55,0.71,0.8382
V2,0.55,0.72,0.8376
V2,0.55,0.73,0.8385
V2,0.55,0.74,0.8379
V2,0.55,0.75,0.8402
V2,0.55,0.76,0.8407
V2,0.55,0.77,0.8421
V2,0.55,0.78,0.8395
V2,0.55,0.79,0.8368
V2,0.55,0.8,0.8348
V2,0.55,0.81,0.8337
V2,0.55,0.82,0.8306
V2,0.55,0.83,0.8275
V2,0.55,0.84,0.8233
V2,0.55,0.85,0.8211
V2,0.55,0.86,0.8185
V2,0.55,0.87,0.8159
V2,0.55,0.88,0.8143
V2,0.55,0.89,0.8101
V2,0.55,0.9,0.8085
V2,0.55,0.91,0.8048
V2,0.55,0.92,0.797
V2,0.55,0.93,0.7796
V2,0.55,0.94,0.6667
V2,0.55,0.95,0.0
V2,0.6,0.05,0.6642
V2,0.6,0.06,0.6642
V2,0.6,0.07,0.6642
V2,0.6,0.08,0.6642
V2,0.6,0.09,0.6642
V2,0.6,0.1,0.6642
V2,0.6,0.11,0.6642
V2,0.6,0.12,0.6642
V2,0.6,0.13,0.6642
V2,0.6,0.14,0.6642
V2,0.6,0.15,0.6642
V2,0.6,0.16,0.6642
V2,0.6,0.17,0.6642
V2,0.6,0.18,0.6642
V2,0.6,0.19,0.6642
V2,0.6,0.2,0.6642
V2,0.6,0.21,0.6642
V2,0.6,0.22,0.6642
V2,0.6,0.23,0.6642
V2,0.6,0.24,0.6642
V2,0.6,0.25,0.6642
V2,0.6,0.26,0.6642
V2,0.6,0.27,0.6642
V2,0.6,0.28,0.6642
V2,0.6,0.29,0.6642
V2,0.6,0.3,0.6642
V2,0.6,0.31,0.6642
V2,0.6,0.32,0.6642
V2,0.6,0.33,0.6642
V2,0.6,0.34,0.6642
V2,0.6,0.35,0.7636
V2,0.6,0.36,0.815
V2,0.6,0.37,0.8271
V2,0.6,0.38,0.8311
V2,0.6,0.39,0.8336
V2,0.6,0.4,0.8328
V2,0.6,0.41,0.8343
V2,0.6,0.42,0.834
V2,0.6,0.43,0.8331
V2,0.6,0.44,0.8318
V2,0.6,0.45,0.829
V2,0.6,0.46,0.8292
V2,0.6,0.47,0.8312
V2,0.6,0.48,0.8299
V2,0.6,0.49,0.8323
V2,0.6,0.5,0.8351
V2,0.6,0.51,0.8402
V2,0.6,0.52,0.8432
V2,0.6,0.53,0.843
V2,0.6,0.54,0.8447
V2,0.6,0.55,0.8446
V2,0.6,0.56,0.8444
V2,0.6,0.57,0.8438
V2,0.6,0.58,0.8426
V2,0.6,0.59,0.841
V2,0.6,0.6,0.8419
V2,0.6,0.61,0.8428
V2,0.6,0.62,0.8441
V2,0.6,0.63,0.8441
V2,0.6,0.64,0.8434
V2,0.6,0.65,0.8418
V2,0.6,0.66,0.8421
V2,0.6,0.67,0.8415
V2,0.6,0.68,0.8404
V2,0.6,0.69,0.8392
V2,0.6,0.7,0.8387
V2,0.6,0.71,0.8381
V2,0.6,0.72,0.8379
V2,0.6,0.73,0.8393
V2,0.6,0.74,0.8397
V2,0.6,0.75,0.8407
V2,0.6,0.76,0.8421
V2,0.6,0.77,0.8395
V2,0.6,0.78,0.8384
V2,0.6,0.79,0.8353
V2,0.6,0.8,0.8342
V2,0.6,0.81,0.8326
V2,0.6,0.82,0.8306
V2,0.6,0.83,0.8249
V2,0.6,0.84,0.8248
V2,0.6,0.85,0.8206
V2,0.6,0.86,0.818
V2,0.6,0.87,0.8159
V2,0.6,0.88,0.8143
V2,0.6,0.89,0.8111
V2,0.6,0.9,0.809
V2,0.6,0.91,0.8101
V2,0.6,0.92,0.8006
V2,0.6,0.93,0.7859
V2,0.6,0.94,0.7696
V2,0.6,0.95,0.0
V2,0.65,0.05,0.6642
V2,0.65,0.06,0.6642
V2,0.65,0.07,0.6642
V2,0.65,0.08,0.6642
V2,0.65,0.09,0.6642
V2,0.65,0.1,0.6642
V2,0.65,0.11,0.6642
V2,0.65,0.12,0.6642
V2,0.65,0.13,0.6642
V2,0.65,0.14,0.6642
V2,0.65,0.15,0.6642
V2,0.65,0.16,0.6642
V2,0.65,0.17,0.6642
V2,0.65,0.18,0.6642
V2,0.65,0.19,0.6642
V2,0.65,0.2,0.6642
V2,0.65,0.21,0.6642
V2,0.65,0.22,0.6642
V2,0.65,0.23,0.6642
V2,0.65,0.24,0.6642
V2,0.65,0.25,0.6642
V2,0.65,0.26,0.6642
V2,0.65,0.27,0.6642
V2,0.65,0.28,0.6642
V2,0.65,0.29,0.6642
V2,0.65,0.3,0.6642
V2,0.65,0.31,0.7911
V2,0.65,0.32,0.8197
V2,0.65,0.33,0.827
V2,0.65,0.34,0.8311
V2,0.65,0.35,0.8341
V2,0.65,0.36,0.8325
V2,0.65,0.37,0.8347
V2,0.65,0.38,0.8358
V2,0.65,0.39,0.834
V2,0.65,0.4,0.832
V2,0.65,0.41,0.8319
V2,0.65,0.42,0.8287
V2,0.65,0.43,0.83
V2,0.65,0.44,0.8306
V2,0.65,0.45,0.8308
V2,0.65,0.46,0.8323
V2,0.65,0.47,0.8351
V2,0.65,0.48,0.8402
V2,0.65,0.49,0.8428
V2,0.65,0.5,0.843
V2,0.65,0.51,0.8443
V2,0.65,0.52,0.8442
V2,0.65,0.53,0.8455
V2,0.65,0.54,0.8439
V2,0.65,0.55,0.8436
V2,0.65,0.56,0.8431
V2,0.65,0.57,0.8415
V2,0.65,0.58,0.8419
V2,0.65,0.59,0.8428
V2,0.65,0.6,0.8441
V2,0.65,0.61,0.8441
V2,0.65,0.62,0.8439
V2,0.65,0.63,0.8423
V2,0.65,0.64,0.8421
V2,0.65,0.65,0.843
V2,0.65,0.66,0.8409
V2,0.65,0.67,0.8388
V2,0.65,0.68,0.8382
V2,0.65,0.69,0.8382
V2,0.65,0.7,0.8375
V2,0.65,0.71,0.8379
V2,0.65,0.72,0.8398
V2,0.65,0.73,0.8397
V2,0.65,0.74,0.8407
V2,0.65,0.75,0.8421
V2,0.65,0.76,0.8405
V2,0.65,0.77,0.8389
V2,0.65,0.78,0.8358
V2,0.65,0.79,0.8343
V2,0.65,0.8,0.8337
V2,0.65,0.81,0.8306
V2,0.65,0.82,0.829
V2,0.65,0.83,0.8243
V2,0.65,0.84,0.8237
V2,0.65,0.85,0.8206
V2,0.65,0.86,0.818
V2,0.65,0.87,0.8159
V2,0.65,0.88,0.8143
V2,0.65,0.89,0.8111
V2,0.65,0.9,0.8079
V2,0.65,0.91,0.809
V2,0.65,0.92,0.8027
V2,0.65,0.93,0.7964
V2,0.65,0.94,0.7795
V2,0.65,0.95,0.7417
V2,0.7,0.05,0.6642
V2,0.7,0.06,0.6642
V2,0.7,0.07,0.6642
V2,0.7,0.08,0.6642
V2,0.7,0.09,0.6642
V2,0.7,0.1,0.6642
V2,0.7,0.11,0.6642
V2,0.7,0.12,0.6642
V2,0.7,0.13,0.6642
V2,0.7,0.14,0.6642
V2,0.7,0.15,0.6642
V2,0.7,0.16,0.6642
V2,0.7,0.17,0.6642
V2,0.7,0.18,0.6642
V2,0.7,0.19,0.6642
V2,0.7,0.2,0.6642
V2,0.7,0.21,0.6642
V2,0.7,0.22,0.6642
V2,0.7,0.23,0.6642
V2,0.7,0.24,0.6642
V2,0.7,0.25,0.6642
V2,0.7,0.26,0.6642
V2,0.7,0.27,0.8043
V2,0.7,0.28,0.8258
V2,0.7,0.29,0.8261
V2,0.7,0.3,0.8315
V2,0.7,0.31,0.8341
V2,0.7,0.32,0.8314
V2,0.7,0.33,0.8348
V2,0.7,0.34,0.8334
V2,0.7,0.35,0.8342
V2,0.7,0.36,0.8318
V2,0.7,0.37,0.8326
V2,0.7,0.38,0.829
V2,0.7,0.39,0.8294
V2,0.7,0.4,0.8313
V2,0.7,0.41,0.83
V2,0.7,0.42,0.8302
V2,0.7,0.43,0.8326
V2,0.7,0.44,0.8351
V2,0.7,0.45,0.8402
V2,0.7,0.46,0.8428
V2,0.7,0.47,0.843
V2,0.7,0.48,0.8443
V2,0.7,0.49,0.8447
V2,0.7,0.5,0.8455
V2,0.7,0.51,0.8444
V2,0.7,0.52,0.8438
V2,0.7,0.53,0.8426
V2,0.7,0.54,0.842
V2,0.7,0.55,0.8419
V2,0.7,0.56,0.8424
V2,0.7,0.57,0.8428
V2,0.7,0.58,0.8441
V2,0.7,0.59,0.8441
V2,0.7,0.6,0.8444
V2,0.7,0.61,0.8428
V2,0.7,0.62,0.8417
V2,0.7,0.63,0.843
V2,0.7,0.64,0.8409
V2,0.7,0.65,0.8404
V2,0.7,0.66,0.8392
V2,0.7,0.67,0.8382
V2,0.7,0.68,0.8376
V2,0.7,0.69,0.838
V2,0.7,0.7,0.8374
V2,0.7,0.71,0.8403
V2,0.7,0.72,0.8397
V2,0.7,0.73,0.8407
V2,0.7,0.74,0.8421
V2,0.7,0.75,0.841
V2,0.7,0.76,0.8384
V2,0.7,0.77,0.8368
V2,0.7,0.78,0.8348
V2,0.7,0.79,0.8337
V2,0.7,0.8,0.8326
V2,0.7,0.81,0.8306
V2,0.7,0.82,0.8275
V2,0.7,0.83,0.8238
V2,0.7,0.84,0.8237
V2,0.7,0.85,0.8206
V2,0.7,0.86,0.818
V2,0.7,0.87,0.8159
V2,0.7,0.88,0.8148
V2,0.7,0.89,0.8111
V2,0.7,0.9,0.8069
V2,0.7,0.91,0.8085
V2,0.7,0.92,0.8048
V2,0.7,0.93,0.7985
V2,0.7,0.94,0.7853
V2,0.7,0.95,0.7759
V2,0.75,0.05,0.6642
V2,0.75,0.06,0.6642
V2,0.75,0.07,0.6642
V2,0.75,0.08,0.6642
V2,0.75,0.09,0.6642
V2,0.75,0.1,0.6642
V2,0.75,0.11,0.6642
V2,0.75,0.12,0.6642
V2,0.75,0.13,0.6642
V2,0.75,0.14,0.6642
V2,0.75,0.15,0.6642
V2,0.75,0.16,0.6642
V2,0.75,0.17,0.6642
V2,0.75,0.18,0.6642
V2,0.75,0.19,0.6642
V2,0.75,0.2,0.6642
V2,0.75,0.21,0.6642
V2,0.75,0.22,0.7607
V2,0.75,0.23,0.8099
V2,0.75,0.24,0.8245
V2,0.75,0.25,0.8265
V2,0.75,0.26,0.8318
V2,0.75,0.27,0.8341
V2,0.75,0.28,0.8319
V2,0.75,0.29,0.8353
V2,0.75,0.3,0.834
V2,0.75,0.31,0.8344
V2,0.75,0.32,0.8336
V2,0.75,0.33,0.8315
V2,0.75,0.34,0.8319
V2,0.75,0.35,0.8297
V2,0.75,0.36,0.8296
V2,0.75,0.37,0.8312
V2,0.75,0.38,0.8299
V2,0.75,0.39,0.8302
V2,0.75,0.4,0.833
V2,0.75,0.41,0.8355
V2,0.75,0.42,0.8402
V2,0.75,0.43,0.8424
V2,0.75,0.44,0.8435
V2,0.75,0.45,0.8443
V2,0.75,0.46,0.8447
V2,0.75,0.47,0.8441
V2,0.75,0.48,0.8455
V2,0.75,0.49,0.8439
V2,0.75,0.5,0.8436
V2,0.75,0.51,0.8426
V2,0.75,0.52,0.841
V2,0.75,0.53,0.8419
V2,0.75,0.54,0.8424
V2,0.75,0.55,0.8428
V2,0.75,0.56,0.8441
V2,0.75,0.57,0.8441
V2,0.75,0.58,0.8444
V2,0.75,0.59,0.8428
V2,0.75,0.6,0.8417
V2,0.75,0.61,0.8421
V2,0.75,0.62,0.8415
V2,0.75,0.63,0.8409
V2,0.75,0.64,0.8388
V2,0.75,0.65,0.8387
V2,0.75,0.66,0.8387
V2,0.75,0.67,0.8381
V2,0.75,0.68,0.8385
V2,0.75,0.69,0.8379
V2,0.75,0.7,0.8403
V2,0.75,0.71,0.8397
V2,0.75,0.72,0.8407
V2,0.75,0.73,0.8416
V2,0.75,0.74,0.8416
V2,0.75,0.75,0.839
V2,0.75,0.76,0.8374
V2,0.75,0.77,0.8353
V2,0.75,0.78,0.8343
V2,0.75,0.79,0.8337
V2,0.75,0.8,0.8311
V2,0.75,0.81,0.829
V2,0.75,0.82,0.8254
V2,0.75,0.83,0.8238
V2,0.75,0.84,0.8227
V2,0.75,0.85,0.8201
V2,0.75,0.86,0.818
V2,0.75,0.87,0.8159
V2,0.75,0.88,0.8148
V2,0.75,0.89,0.8122
V2,0.75,0.9,0.809
V2,0.75,0.91,0.8085
V2,0.75,0.92,0.8095
V2,0.75,0.93,0.8017
V2,0.75,0.94,0.7954
V2,0.75,0.95,0.7838
V2,0.8,0.05,0.6642
V2,0.8,0.06,0.6642
V2,0.8,0.07,0.6642
V2,0.8,0.08,0.6642
V2,0.8,0.09,0.6642
V2,0.8,0.1,0.6642
V2,0.8,0.11,0.6642
V2,0.8,0.12,0.6642
V2,0.8,0.13,0.6642
V2,0.8,0.14,0.6642
V2,0.8,0.15,0.6642
V2,0.8,0.16,0.6642
V2,0.8,0.17,0.6642
V2,0.8,0.18,0.7855
V2,0.8,0.19,0.8132
V2,0.8,0.2,0.8265
V2,0.8,0.21,0.827
V2,0.8,0.22,0.8326
V2,0.8,0.23,0.8341
V2,0.8,0.24,0.8319
V2,0.8,0.25,0.8349
V2,0.8,0.26,0.8338
V2,0.8,0.27,0.835
V2,0.8,0.28,0.8335
V2,0.8,0.29,0.8317
V2,0.8,0.3,0.8326
V2,0.8,0.31,0.8286
V2,0.8,0.32,0.829
V2,0.8,0.33,0.8304
V2,0.8,0.34,0.8306
V2,0.8,0.35,0.8299
V2,0.8,0.36,0.8306
V2,0.8,0.37,0.8339
V2,0.8,0.38,0.835
V2,0.8,0.39,0.8402
V2,0.8,0.4,0.8419
V2,0.8,0.41,0.8436
V2,0.8,0.42,0.8439
V2,0.8,0.43,0.8447
V2,0.8,0.44,0.8442
V2,0.8,0.45,0.8455
V2,0.8,0.46,0.8444
V2,0.8,0.47,0.8438
V2,0.8,0.48,0.8426
V2,0.8,0.49,0.8431
V2,0.8,0.5,0.8415
V2,0.8,0.51,0.8419
V2,0.8,0.52,0.8418
V2,0.8,0.53,0.8428
V2,0.8,0.54,0.8441
V2,0.8,0.55,0.8441
V2,0.8,0.56,0.8439
V2,0.8,0.57,0.8428
V2,0.8,0.58,0.8407
V2,0.8,0.59,0.8426
V2,0.8,0.6,0.843
V2,0.8,0.61,0.8409
V2,0.8,0.62,0.8404
V2,0.8,0.63,0.8392
V2,0.8,0.64,0.8382
V2,0.8,0.65,0.8386
V2,0.8,0.66,0.838
V2,0.8,0.67,0.8379
V2,0.8,0.68,0.8379
V2,0.8,0.69,0.8402
V2,0.8,0.7,0.8397
V2,0.8,0.71,0.8407
V2,0.8,0.72,0.8416
V2,0.8,0.73,0.8416
V2,0.8,0.74,0.8395
V2,0.8,0.75,0.8384
V2,0.8,0.76,0.8358
V2,0.8,0.77,0.8348
V2,0.8,0.78,0.8337
V2,0.8,0.79,0.8326
V2,0.8,0.8,0.8306
V2,0.8,0.81,0.828
V2,0.8,0.82,0.8249
V2,0.8,0.83,0.8248
V2,0.8,0.84,0.8222
V2,0.8,0.85,0.8201
V2,0.8,0.86,0.818
V2,0.8,0.87,0.8159
V2,0.8,0.88,0.8158
V2,0.8,0.89,0.8132
V2,0.8,0.9,0.8101
V2,0.8,0.91,0.8085
V2,0.8,0.92,0.809
V2,0.8,0.93,0.8043
V2,0.8,0.94,0.798
V2,0.8,0.95,0.7853
V2,0.85,0.05,0.6642
V2,0.85,0.06,0.6642
V2,0.85,0.07,0.6642
V2,0.85,0.08,0.6642
V2,0.85,0.09,0.6642
V2,0.85,0.1,0.6642
V2,0.85,0.11,0.6642
V2,0.85,0.12,0.6642
V2,0.85,0.13,0.6642
V2,0.85,0.14,0.7966
V2,0.85,0.15,0.8185
V2,0.85,0.16,0.826
V2,0.85,0.17,0.8268
V2,0.85,0.18,0.833
V2,0.85,0.19,0.8341
V2,0.85,0.2,0.8315
V2,0.85,0.21,0.8346
V2,0.85,0.22,0.8343
V2,0.85,0.23,0.8358
V2,0.85,0.24,0.8337
V2,0.85,0.25,0.8324
V2,0.85,0.26,0.8323
V2,0.85,0.27,0.8319
V2,0.85,0.28,0.8297
V2,0.85,0.29,0.8292
V2,0.85,0.3,0.8313
V2,0.85,0.31,0.83
V2,0.85,0.32,0.8304
V2,0.85,0.33,0.8318
V2,0.85,0.34,0.8347
V2,0.85,0.35,0.835
V2,0.85,0.36,0.8402
V2,0.85,0.37,0.8415
V2,0.85,0.38,0.8436
V2,0.85,0.39,0.843
V2,0.85,0.4,0.8443
V2,0.85,0.41,0.8447
V2,0.85,0.42,0.845
V2,0.85,0.43,0.8449
V2,0.85,0.44,0.8439
V2,0.85,0.45,0.8442
V2,0.85,0.46,0.8426
V2,0.85,0.47,0.842
V2,0.85,0.48,0.8415
V2,0.85,0.49,0.8419
V2,0.85,0.5,0.8423
V2,0.85,0.51,0.8428
V2,0.85,0.52,0.8441
V2,0.85,0.53,0.8446
V2,0.85,0.54,0.8435
V2,0.85,0.55,0.8428
V2,0.85,0.56,0.8418
